13481.269818181818 16962.756231404957 -9800
13481.269818181818 16984.44773553719 -9800
13481.269818181818 16995.293487603307 -9800
13492.115570247934 16941.064727272726 -9800
13492.115570247934 16951.910479338843 -9800
13492.115570247934 16962.756231404957 -9800
13492.115570247934 16973.601983471075 -9800
13492.115570247934 16984.44773553719 -9800
13492.115570247934 17006.13923966942 -9800
13492.115570247934 17016.98499173554 -9800
13502.96132231405 16908.52747107438 -9800
13502.96132231405 16919.373223140494 -9800
13502.96132231405 16930.21897520661 -9800
13502.96132231405 16941.064727272726 -9800
13502.96132231405 16951.910479338843 -9800
13502.96132231405 16984.44773553719 -9800
13502.96132231405 16995.293487603307 -9800
13502.96132231405 17006.13923966942 -9800
13502.96132231405 17027.830743801653 -9800
13502.96132231405 17038.676495867767 -9800
13502.96132231405 17049.522247933885 -9800
13513.807074380165 16854.298710743802 -9800
13513.807074380165 16865.144462809916 -9800
13513.807074380165 16886.835966942148 -9800
13513.807074380165 16897.681719008266 -9800
13513.807074380165 16973.601983471075 -9800
13513.807074380165 17006.13923966942 -9800
13513.807074380165 17027.830743801653 -9800
13513.807074380165 17060.368 -9800
13524.652826446281 16832.60720661157 -9800
13524.652826446281 16843.452958677684 -9800
13524.652826446281 16908.52747107438 -9800
13524.652826446281 16919.373223140494 -9800
13524.652826446281 17049.522247933885 -9800
13524.652826446281 17060.368 -9800
13524.652826446281 17082.05950413223 -9800
13535.498578512397 16800.069950413224 -9800
13535.498578512397 16821.761454545453 -9800
13535.498578512397 16843.452958677684 -9800
13535.498578512397 16854.298710743802 -9800
13535.498578512397 17049.522247933885 -9800
13535.498578512397 17082.05950413223 -9800
13535.498578512397 17092.905256198348 -9800
13546.344330578511 16789.224198347107 -9800
13546.344330578511 16800.069950413224 -9800
13546.344330578511 16810.91570247934 -9800
13546.344330578511 16832.60720661157 -9800
13546.344330578511 16843.452958677684 -9800
13546.344330578511 17060.368 -9800
13546.344330578511 17071.213752066116 -9800
13546.344330578511 17092.905256198348 -9800
13546.344330578511 17103.751008264462 -9800
13557.190082644627 16767.532694214875 -9800
13557.190082644627 16800.069950413224 -9800
13557.190082644627 16821.761454545453 -9800
13557.190082644627 17071.213752066116 -9800
13557.190082644627 17092.905256198348 -9800
13568.035834710743 16767.532694214875 -9800
13568.035834710743 16778.378446280993 -9800
13568.035834710743 16800.069950413224 -9800
13568.035834710743 16810.91570247934 -9800
13568.035834710743 17082.05950413223 -9800
13568.035834710743 17092.905256198348 -9800
13568.035834710743 17103.751008264462 -9800
13578.881586776859 16734.99543801653 -9800
13578.881586776859 16756.68694214876 -9800
13578.881586776859 16789.224198347107 -9800
13578.881586776859 17092.905256198348 -9800
13578.881586776859 17114.59676033058 -9800
13589.727338842975 16724.14968595041 -9800
13589.727338842975 16756.68694214876 -9800
13589.727338842975 16767.532694214875 -9800
13589.727338842975 16778.378446280993 -9800
13589.727338842975 17103.751008264462 -9800
13589.727338842975 17114.59676033058 -9800
13600.57309090909 16724.14968595041 -9800
13600.57309090909 16745.841190082643 -9800
13600.57309090909 16756.68694214876 -9800
13600.57309090909 16778.378446280993 -9800
13600.57309090909 17092.905256198348 -9800
13600.57309090909 17125.442512396694 -9800
13611.418842975207 16702.458181818183 -9800
13611.418842975207 16713.303933884297 -9800
13611.418842975207 16734.99543801653 -9800
13611.418842975207 16745.841190082643 -9800
13611.418842975207 17114.59676033058 -9800
13611.418842975207 17125.442512396694 -9800
13622.264595041323 16691.612429752066 -9800
13622.264595041323 16713.303933884297 -9800
13622.264595041323 16734.99543801653 -9800
13622.264595041323 17103.751008264462 -9800
13622.264595041323 17114.59676033058 -9800
13633.110347107438 16691.612429752066 -9800
13633.110347107438 16713.303933884297 -9800
13633.110347107438 17125.442512396694 -9800
13643.956099173554 16680.76667768595 -9800
13643.956099173554 16702.458181818183 -9800
13643.956099173554 17125.442512396694 -9800
13643.956099173554 17136.288264462808 -9800
13643.956099173554 17147.134016528926 -9800
13654.801851239668 16659.07517355372 -9800
13654.801851239668 16691.612429752066 -9800
13654.801851239668 17136.288264462808 -9800
13665.647603305784 16648.229421487602 -9800
13665.647603305784 16659.07517355372 -9800
13665.647603305784 16680.76667768595 -9800
13665.647603305784 17125.442512396694 -9800
13665.647603305784 17136.288264462808 -9800
13665.647603305784 17157.97976859504 -9800
13676.4933553719 16648.229421487602 -9800
13676.4933553719 16659.07517355372 -9800
13676.4933553719 16669.920925619834 -9800
